hw1;hw2;tw;bf1;tf1;bf2;tf2;psi;L;y
600;200;24;300;24;150;24;0.25;15600;809.7776951
900;300;16.2;900;72;225;17.17;-1;23400;31628.53273
667;1000;5.62;750;32.37;750;51.71;-0.25;32000;9806.925833
100;400;1.92;200;9.37;100;3.21;1;8800;50.79637933
1000;1000;8.57;250;17.24;750;21.32;-0.25;38000;495.3871106
400;800;2.97;600;34.74;600;41.37;-0.75;12800;19347.55189
175;700;4.75;525;11.05;525;22.66;0.25;7000;4245.549138
500;143;2.09;375;17.57;250;5.26;-1;9000;860.4273149
800;800;6.86;200;11.58;800;58.11;-0.75;22400;7742.065855
267;400;3.43;400;9.89;400;23.16;0.25;14400;734.7237675
900;360;7.71;900;12.32;225;7.71;-0.75;23400;1186.128137
600;400;2.23;450;26.05;300;12.95;0.75;16800;1224.919017
167;500;2.81;125;4.01;375;17.57;0.75;3000;387.4394388
86;300;1.44;75;4.89;150;10.34;-0.5;11400;29.90838798
300;900;3;675;29.13;225;12.2;0.5;36000;1402.55647
900;225;6.11;900;25.58;675;6.75;0;21600;8873.729015
500;167;3.4;125;9.08;250;4.34;0.5;20000;13.61832204
300;75;5.4;75;5.4;75;5.45;0;9000;7.572540123
1000;500;6.79;250;17.24;1000;39.47;0.75;8000;4530.78172
500;200;1.67;500;34.47;500;27.11;-0.25;7000;18752.53983
1000;667;4.8;1000;24.74;750;48.95;0.75;32000;6772.661813
300;120;1.69;150;10.89;225;8.05;0.25;10200;64.37382584
300;75;12;75;12;75;12;0.25;6600;41.03947006
300;600;2.51;150;2.51;450;4.5;-0.75;16800;20.38938499
800;533;4.5;800;46.32;200;15.26;0.75;11200;25122.75669
229;800;14.4;400;29.05;600;14.4;-0.75;17600;3008.303644
900;360;7.71;225;9.71;675;11.72;-1;12600;607.1645454
150;300;1.44;75;2.68;225;11.37;-0.5;5400;91.92206764
200;500;9;375;9.28;250;9;0.5;10000;407.0034321
800;267;9.29;800;34.53;600;39.16;1;11200;15249.60378
400;114;2.25;200;11.58;400;24.63;1;6400;742.8681007
200;800;6.86;600;41.37;600;45.79;-0.5;12800;19870.92577
300;86;1.44;75;3.51;225;4.74;0.75;4200;11.80212999
800;200;3.35;400;17.26;600;28.11;-0.75;17600;2767.564535
500;125;1.67;125;7.7;125;7.24;0.5;8000;29.51965956
600;240;6.97;600;30.32;600;21.47;-0.5;21600;5677.599447
200;500;3.4;500;34.47;500;40;0.75;11000;5644.826166
300;150;1;150;5.37;75;3.24;-0.5;6600;36.79730614
700;350;2.6;525;30.39;700;45.68;-0.75;18200;11300.65688
86;300;1.11;225;17.17;225;10.54;-0.5;10200;369.5703321
700;175;4.75;700;27.63;175;12.71;0.75;25200;1733.3631
500;333;2.4;250;3.42;500;8.68;0.75;9000;100.4818852
75;300;1.44;225;3.08;75;4.62;-0.25;4200;62.42823823
600;300;24;150;24;150;24;-1;13200;565.9799212
700;700;3.36;700;9.58;700;27.63;0.5;16800;2705.410649
600;171;5.14;450;16.11;300;9.63;-0.5;10800;2847.050631
500;143;1.67;375;3.75;500;25.26;0.75;17000;548.0649464
300;900;3.34;225;8.05;225;9.71;-0.5;7200;421.2781426
900;450;4.32;450;32.68;225;5.57;-1;34200;949.6132314
1000;500;4.19;250;12.63;1000;10;-0.25;8000;1365.531659
267;400;1.48;300;15.16;400;30.53;-0.5;8800;2524.319286
1000;400;4.19;500;30.79;250;8.95;-0.25;22000;3293.585892
257;900;16.2;675;29.13;450;16.2;0.75;36000;1378.514906
800;800;14.4;200;14.4;600;14.84;-0.25;8000;1050.194254
700;467;28;350;28;350;28;0.75;28000;768.7512134
800;533;14.4;800;40.42;800;25.68;-0.5;14400;38264.06405
75;300;2.57;225;6.39;300;20.68;-0.25;7200;727.3114941
700;467;3.94;525;36.2;700;48.26;-1;28000;9147.129048
300;200;1.26;150;4.26;75;5.45;-0.5;1200;675.937405
800;400;9.29;600;36.95;800;46.32;-1;27200;12168.95603
800;320;4.5;800;43.37;200;12.32;0.75;32000;4108.606904
125;500;5.81;375;6.51;250;13.55;-0.25;7000;676.2300351
900;450;3;225;10.54;225;15.51;-0.25;3600;2817.963654
100;300;1.11;150;8.68;75;1.58;-0.75;3600;51.89922757
233;700;3.36;525;18.79;175;11.42;-0.25;15400;1531.509215
300;75;1.69;150;4.26;75;4.34;0;6000;32.75373327
900;225;6.11;450;26.05;225;16.34;-0.5;3600;19271.7423
667;1000;6.79;1000;54.21;500;6.79;-0.25;12000;78861.78549
320;800;2.67;600;17.05;400;12.84;0.25;11200;3847.257153
300;300;2.04;225;3.91;75;4.89;-1;600;1074.498479
500;200;20;375;25.86;125;20;-0.75;6000;3375.081532
900;257;7.71;900;15.63;900;22.26;0.25;16200;8675.327264
300;120;2.57;75;5.17;225;13.03;1;8400;46.86576301
700;700;8.13;175;8.84;525;20.72;-0.5;21000;390.3364138
300;75;1.26;150;3.16;75;1.26;0;4200;38.57408859
700;467;3.94;175;6.26;700;19.89;-0.75;5600;1294.210211
167;500;2.81;250;20;375;16.18;-0.25;6000;1738.007234
280;700;2.33;525;14.92;525;28.46;-0.5;9800;6103.423511
900;450;3.34;450;9.47;675;6.75;1;34200;132.6744247
1000;333;18;500;40;750;48.95;0.25;16000;10741.21362
800;200;9.29;400;27.58;200;9.29;-0.25;9600;5187.966302
700;700;28;525;28;350;28;-0.75;14000;7933.952428
467;700;3.94;175;5.62;350;20.26;1;28000;92.71126931
700;350;4.75;350;8.66;525;14.92;0.25;11200;707.8535577
500;333;20;250;20;500;36.32;-0.5;13000;2989.450312
600;400;2;300;14.05;150;9.79;0.25;2400;8443.989102
533;800;32;800;34.53;200;32;0.75;20800;6785.456603
150;300;1;300;12.95;150;7.03;0.5;3600;1242.464991
400;160;2.72;300;21.79;300;15.16;-0.75;4000;5903.321841
800;200;14.4;200;14.4;400;26.11;0;20800;515.4187962
257;900;3.77;450;7.82;225;3.77;-0.75;19800;146.9164303
200;400;3.43;200;15.26;300;16.26;0.75;16000;147.4151154
240;600;6.97;150;10.89;300;15.16;0;19200;120.6702046
800;800;2.97;600;8.21;600;39.16;0.75;28800;1313.154596
400;1000;11.61;1000;21.05;250;11.61;-0.25;16000;9064.14255
300;300;12;75;12;150;12;0.25;4200;114.1492746
700;350;3.36;700;40.53;700;27.63;0.25;5600;71451.40353
75;300;12;150;12;225;14.68;-0.25;3000;749.9790877
900;225;3.34;675;54;225;14.68;0.5;25200;6716.824922
75;300;1.26;150;3.16;150;12;0.5;4800;61.67137833
700;350;8.13;350;21.55;175;8.13;0;21000;598.5813256
700;467;8.13;175;8.13;350;11.24;0;14000;123.761889
700;467;4.75;525;12.99;700;7;-0.25;16800;1800.327922
500;125;1.67;125;3.09;375;18.95;-0.25;19000;190.2884639
900;900;36;675;41.57;225;36;0;28800;7437.27944
300;86;2.57;75;6;225;3.08;-0.75;2400;71.08989272
700;280;8.13;350;11.24;350;24.13;0.25;19600;515.7968027
700;700;4.75;175;4.75;525;40.07;1;23800;867.7790035
300;200;3.48;150;3.48;225;18;1;10800;83.26905866
350;700;2.6;175;2.6;350;11.24;-0.25;7000;137.1603016
500;1000;4.8;750;37.89;500;32.63;0;22000;9778.344572
400;100;1.48;300;3;200;4.95;1;8800;41.42603348
400;114;16;300;16;300;16;-0.5;8000;1721.079917
400;400;4.65;200;4.65;400;27.58;0.25;14400;587.9889244
240;600;2;300;21.79;600;36.95;-0.5;14400;4553.044928
300;150;2.57;300;15.16;75;3.79;-0.5;5400;972.0703797
500;125;3.4;125;4.47;125;10;0;17000;14.57228813
700;700;3.94;350;17.68;525;18.79;-1;18200;1615.895452
900;900;3;225;12.2;450;11.13;-0.75;28800;163.7199734
150;600;2.88;600;43.58;300;6.32;0.25;22800;3665.43472
120;300;2.04;225;18;300;18.47;1;7800;408.7009724
120;300;12;150;12;75;12;0;2400;509.6715087
800;400;3.84;800;52.21;400;24.63;0.5;14400;22781.52088
350;700;6;175;10.78;175;8.2;0.25;4200;455.6821996
800;267;6.86;600;30.32;600;6.86;-1;22400;2821.604177
700;350;12.6;175;12.6;700;37.95;0;8400;3492.597674
333;500;5.81;250;12.63;250;15.39;0.75;3000;1924.617237
200;500;4.29;500;23.42;250;8.95;0.75;6000;4915.878002
300;600;6.97;150;6.97;300;24;1;15600;173.8557164
333;500;2.09;125;8.62;500;16.05;0;8000;341.6593576
400;160;16;200;16;200;16;1;800;8591.339917
1000;286;4.19;750;15.79;500;10.53;0.25;12000;7869.503017
150;600;6.97;300;20.68;150;9.79;-1;19200;280.7753139
700;350;4.75;700;50.84;175;11.42;1;7000;30366.16962
267;800;9.29;600;25.89;400;30.53;0.75;25600;1662.28077
500;1000;3.71;1000;80;500;16.05;1;40000;14437.63315
467;700;2.93;700;48.26;525;11.05;-1;12600;11558.27909
600;400;24;600;43.58;450;24;0.5;22800;4507.117322
1000;1000;11.61;250;11.71;1000;32.11;0.25;28000;1566.360627
280;700;12.6;525;32.33;175;13.36;-1;14000;1815.944381
200;800;6.86;400;9.89;200;6.86;0.5;19200;190.0415267
1000;1000;3.71;1000;32.11;500;32.63;1;16000;21972.47407
900;900;36;450;36;450;36;-0.25;12600;11554.70242
700;700;6;175;6.26;175;6.91;-1;12600;99.45516375
500;200;1.67;375;23.09;250;10.79;-0.5;17000;1356.237513
800;200;9.29;400;12.84;600;48;-0.25;19200;4206.194181
600;400;5.14;150;5.14;450;11.13;0.25;21600;59.57651372
200;500;4.29;125;7.7;125;7.7;0.25;4000;97.52768562
800;229;4.5;600;17.05;400;8.42;0.5;24000;950.8173791
400;600;2.88;150;5.37;450;26.05;0.25;7200;775.1094118
500;500;2.4;375;24.47;125;4.47;-1;17000;479.6730475
500;250;3.4;500;30.79;500;6.84;0.25;12000;4114.148642
300;150;12;75;12;75;12;0.75;3600;59.78617277
700;280;28;525;28;525;34.26;-0.5;15400;8788.988387
700;200;3.94;350;26.71;525;32.33;-1;9800;6995.607463
900;360;7.71;225;10.54;900;28.89;0;5400;3816.621261
800;200;5.43;200;14.53;200;14.53;-0.25;27200;106.3443422
700;467;2.93;525;32.33;525;38.13;0.75;21000;2853.028506
200;800;9.29;400;11.37;400;9.29;0.5;30400;157.2310152
500;500;4.29;375;25.86;500;19.74;0.25;18000;1225.750138
450;900;5.06;450;5.06;675;14.21;-1;34200;423.6528168
300;900;36;450;36;675;36;0;23400;5099.232956
1000;1000;5.62;750;48.95;750;57.24;-0.75;22000;35328.07762
500;500;1.86;125;4.47;500;10.53;-0.5;5000;206.8826493
500;200;9;125;9;500;34.47;-1;5000;3146.654174
800;267;3.35;200;13.79;200;15.26;0.5;28800;58.32766556
167;500;1.86;375;21.71;250;4.34;-0.5;13000;1064.064692
600;171;2;300;5.21;300;3;0.25;6000;415.6347767
400;133;1.48;200;2;100;3.58;0;11200;14.55105671
700;200;6;175;9.49;525;20.72;-1;11200;700.4653789
150;600;2;450;29.37;600;30.32;-0.5;18000;4767.65224
500;333;4.29;125;8.62;250;17.24;-0.5;13000;142.5004981
1000;1000;3.33;500;6.84;250;3.33;-1;10000;451.2519112
300;300;2.57;300;17.37;150;7.58;-0.75;9600;512.3417456
75;300;1;300;18.47;225;10.54;0.75;11400;310.4864579
120;300;1.69;300;19.58;75;5.72;-1;7800;358.801761
280;700;3.36;175;12.07;175;5.62;-0.75;28000;43.04342865
800;533;9.29;200;9.29;600;43.58;0.5;9600;2710.467736
120;300;2.04;225;7.22;300;8.53;-1;6000;415.4659893
200;400;7.2;100;7.2;200;12.32;0;3200;166.4258589
500;167;3.4;125;6.78;125;3.4;1;10000;11.91289355
125;500;5.81;250;15.39;500;12.37;-1;12000;1182.95723
800;800;3.84;600;45.79;200;13.79;-1;9600;4663.315063
900;900;16.2;675;46.54;225;16.2;1;36000;2863.704576
700;233;4.75;700;27.63;175;8.2;0.75;26600;1657.002312
533;800;6.86;600;21.47;600;45.79;0.25;25600;3746.397008
400;133;1.48;300;5.21;100;5.05;-0.25;10400;159.2718279
333;500;5.81;375;30;375;14.8;0.75;16000;1021.596055
700;233;8.13;350;13.82;525;28.46;-0.75;16800;1963.397147
500;500;1.67;125;4.01;375;23.09;-0.5;15000;350.6149817
300;200;5.4;150;11.45;300;24;0.25;7800;500.0822888
700;700;3.94;350;6.08;700;48.26;1;15400;2797.638068
500;333;4.29;125;4.47;500;34.47;0.5;11000;1365.538986
450;900;10.45;450;10.45;225;10.45;-0.75;27000;351.8103199
500;500;5.81;375;25.86;250;20;1;11000;1331.232909
250;1000;18;500;34.47;250;18;-0.5;36000;1699.698948
800;229;6.86;200;6.86;200;16;0.25;14400;106.9788676
167;500;9;375;18.95;125;9;-0.25;13000;788.5407574
500;143;3.4;250;6.18;500;21.58;-0.75;10000;960.9123423
600;240;2.23;300;21.79;150;2.23;0.75;16800;291.0846149
500;143;1.67;500;28.95;250;15.39;-0.25;14000;4331.845577
125;500;5.81;125;6.78;500;21.58;-0.75;16000;1281.850522
400;200;16;100;16;200;16;0.25;6400;235.4976356
500;1000;5.62;250;14.47;750;57.24;0.5;8000;8484.599635
75;300;1.44;225;3.91;225;10.54;-1;10800;116.3949144
100;400;1.33;100;3.58;300;19.58;-0.25;12000;338.5615357
450;900;3.77;900;32.21;675;34.11;0.5;16200;15295.6404
467;700;4.75;175;12.07;700;25.05;-0.25;14000;1219.304975
200;300;1.11;300;15.16;75;1.58;0;4200;1463.036115
286;1000;6.79;1000;32.11;750;48.95;0.75;16000;19132.70929
400;114;16;300;20.68;400;16;-0.5;12000;1404.488639
75;300;2.04;300;24;300;4.11;0;5400;1791.31596
500;143;2.4;500;38.16;125;9.54;0.25;18000;2908.378428
133;400;4.65;400;21.68;200;7.16;1;7200;1341.940379
600;200;2;450;26.05;450;16.11;0.25;9600;4014.980059
100;300;2.04;225;8.88;225;10.54;-0.25;8400;187.08542
125;500;1.86;125;8.62;375;13.42;-0.75;8000;412.270971
800;800;3.35;400;4;800;19.79;0.5;16000;594.9983011
171;600;24;150;24;300;24;-0.5;18000;678.3563615
300;200;1;300;17.37;225;14.68;0;5400;1735.77177
467;700;28;175;28;175;28;-0.5;28000;445.1373983
300;300;2.57;225;9.71;225;10.54;-0.25;12000;160.6333742
120;300;1;75;1.58;75;1.03;0.75;4800;1.216265427
175;700;2.33;700;7;525;16.86;1;18200;637.363444
500;200;5.81;375;17.57;500;14.21;-1;6000;5822.92236
400;1000;4.19;1000;80;750;7.5;0.25;32000;27496.30762
240;600;4.08;150;8.68;300;4.11;-0.5;10800;66.98832678
125;500;1.67;250;14.47;500;6.84;-1;18000;438.4842429
300;120;2.04;300;11.84;300;5.21;0;4200;1473.44703
600;200;2.23;300;20.68;600;21.47;0.75;9600;1364.896999
700;175;28;175;28;350;28;0.5;15400;831.0858464
333;500;3.4;500;17.89;500;5;-0.25;11000;2924.747119
600;300;6.97;300;14.05;600;39.16;0.5;10800;2839.198805
900;900;10.45;225;10.45;225;10.45;-0.5;19800;209.9500776
400;400;1.67;200;7.89;200;13.05;0.25;12000;92.92692526
600;200;2;450;32.68;300;19.58;-0.5;14400;5109.255815
500;125;1.86;125;7.7;250;13.55;0.75;15000;46.75717793
360;900;36;225;36;900;52.11;1;12600;7525.078957
360;900;16.2;225;16.2;450;24.39;-1;19800;1058.674406
400;267;1.92;200;10.11;100;3.21;0.25;7200;157.6025992
500;250;3.4;500;36.32;250;3.42;1;4000;16141.42253
800;533;9.29;600;25.89;600;21.47;0.5;16000;4393.294511
400;600;2.23;150;5.92;600;10.42;-0.5;8400;216.828563
200;700;12.6;525;18.79;700;14.74;-0.75;25200;1991.964153
500;200;4.29;375;21.71;500;17.89;-0.75;12000;2878.715269
600;240;24;150;24;300;24;-0.75;15600;841.6854846
600;600;3.38;150;8.68;150;9.79;0.5;8400;73.55279794
700;280;2.33;700;56;350;15.11;1;16800;9399.470973
75;300;1.69;150;7.03;150;10.89;0.25;9600;43.05735482
300;200;5.4;150;5.4;300;22.89;0.75;10200;272.2255953
900;900;36;450;36;900;36;0.5;3600;63461.05408
400;400;1.92;300;8.53;400;8.42;1;4000;1072.398536
500;500;2.4;250;15.39;500;38.16;0.5;16000;1430.556544
200;400;2.72;100;3.21;300;4.11;-1;15200;11.34716292
100;400;1.67;100;3.58;200;14.53;-1;4000;257.8061404
360;900;7.71;675;14.21;225;7.71;-0.25;12600;3304.419191
400;133;1.48;100;6.89;100;8;0;1600;273.6673235
267;800;32;600;48;200;32;-1;28800;4543.230231
800;400;4.5;200;4.5;400;32;0;4800;1463.97127
500;250;1.86;375;10.66;250;16.32;1;13000;307.9769461
600;600;24;300;24;600;24;1;2400;14253.54693
400;1000;11.61;750;51.71;250;19.08;-1;14000;8023.24499
500;167;4.29;125;10;500;40;0.75;13000;1683.175691
800;800;4.5;200;15.26;600;25.89;1;27200;357.9938472
400;600;2.51;150;9.79;450;32.68;0.75;3600;1485.533355
500;250;4.29;125;4.29;125;4.29;0;14000;10.90843973
240;600;2.88;300;19.58;450;34.34;-1;14400;3078.580601
300;75;2.04;75;5.17;225;3.91;-0.75;10800;8.759717982
100;400;3.43;100;7.26;300;18.47;0.25;7200;315.0733399
120;300;3.48;300;10.74;225;4.74;0.5;10200;166.2531386
900;300;6.11;225;15.51;900;9;1;9000;476.8779083
900;900;10.45;450;32.68;450;12.79;-0.25;27000;2200.502876
400;160;1.33;100;7.26;200;2.74;-0.75;12000;17.34376837
1000;667;3.33;250;8.03;1000;17.37;0.5;20000;384.3382087
171;600;6.97;150;6.97;600;45.79;1;16800;2367.310253
320;800;14.4;200;14.4;800;64;0;25600;10499.11161
900;900;16.2;450;34.34;675;21.67;0;16200;5093.334098
400;400;1.48;200;7.16;200;7.16;-0.25;12000;82.86830414
200;800;2.97;200;2.97;600;25.89;0.5;24000;636.0589504
600;200;2.51;300;3;300;18.47;-0.25;14400;250.672929
1000;1000;40;500;40;1000;54.21;1;2000;238880.7197
400;800;2.67;400;20.21;600;8.21;1;4800;6090.071052
900;450;3.77;225;16.34;675;34.11;0;32400;1112.39511
320;800;2.97;200;12.32;400;15.79;0;6400;647.6127929
1000;286;3.33;750;26.84;1000;35.79;-0.5;28000;10316.96442
300;200;1.69;225;14.68;150;5.37;1;10200;118.1410148
600;150;2;150;2.61;300;19.58;-0.75;7200;291.2845554
100;400;16;400;26.11;300;16;0.25;12800;1343.243144
350;700;2.33;350;26.71;175;10.13;-0.75;14000;962.7730681
200;800;5.43;400;6.95;400;30.53;-0.75;27200;989.7252069
400;200;7.2;400;15.79;200;8.63;0.25;2400;12253.57972
300;200;3.48;300;6.32;300;15.16;0.25;4200;904.3044326
86;300;1.26;300;22.89;300;8.53;-0.25;7200;1414.319323
900;450;10.45;450;26.05;225;15.51;-0.5;19800;2457.634496
200;700;3.36;525;36.2;700;35.37;0;18200;6827.549368
233;700;6;700;56;350;6;0.25;12600;17900.45506
900;360;3;450;11.13;900;28.89;-0.25;23400;2170.600956
300;150;1.69;150;5.37;225;18;0;10200;147.4371142
300;120;2.04;225;18;225;17.17;0;8400;542.0843295
300;86;1.26;75;3.51;225;6.39;-1;3000;51.21528142
300;600;4.08;600;41.37;300;17.37;0.75;19200;3716.749377
150;300;1.11;300;12.95;225;18;-1;6000;1240.767479
75;300;2.57;75;5.72;300;7.42;-0.25;3000;185.6183366
300;150;1;150;8.13;300;5.21;-0.75;5400;182.074628
300;86;12;75;12;75;12;0.5;12000;19.01153087
600;600;2;150;2.61;600;23.68;0.75;6000;587.3687043
500;200;20;250;20;250;20;0.5;20000;311.9002094
400;800;4.5;800;8;800;49.26;0.75;16000;6225.304887
700;280;12.6;350;12.6;525;32.33;0.25;26600;979.8975625
1000;286;3.33;1000;76.32;250;16.32;0.5;10000;115806.541
240;600;2.51;150;12;600;48;0.5;21600;2801.10099
333;1000;18;250;18;1000;65.26;1;40000;5893.836942
300;100;12;225;18;75;12;0.75;9000;218.3680985
143;500;9;500;40;250;19.08;-0.25;16000;4248.459435
900;600;6.11;900;28.89;450;16.11;-0.75;30600;5031.843708
700;280;3.94;700;40.53;525;24.59;0.25;15400;11763.21915
500;250;1.86;125;8.62;500;32.63;1;16000;785.8413441
100;400;1.67;400;27.58;400;30.53;0;12000;2895.299758
300;86;12;75;12;75;12;-0.25;4800;81.90394203
600;300;2.88;600;8.21;450;19.42;1;24000;423.4856966
300;900;3.34;900;18.95;675;16.7;0.25;28800;2662.941344
600;600;2;600;25.89;450;26.05;1;24000;1624.829067
700;280;12.6;175;12.6;175;12.6;0.5;18200;82.68718979
500;500;2.4;375;7.89;500;23.42;0.25;14000;790.44957
125;500;2.4;500;6.84;250;15.39;0.75;11000;402.7010004
1000;250;6.79;250;15.39;750;32.37;-0.25;36000;1179.487047
600;600;3.38;300;17.37;150;8.68;-1;15600;234.2906522
300;600;2.51;300;20.68;300;11.84;-1;14400;786.4861056
500;200;2.81;375;20.33;125;4.01;-0.25;9000;2281.310209
167;500;9;375;9;500;40;0.25;19000;2050.567141
1000;250;3.33;500;36.32;250;8.03;0.75;14000;3540.722496
400;400;1.92;200;6.42;200;13.79;-1;12000;167.3454842
300;150;1.11;150;7.58;300;15.16;-1;9000;258.8229474
1000;1000;8.57;1000;21.05;500;32.63;0.5;12000;32294.347
800;267;32;200;32;800;32;0.5;11200;3634.655706
100;400;16;200;16;400;32;-0.25;16000;1485.0278
467;700;3.94;700;43.11;700;22.47;-0.75;14000;24679.83549
600;600;2;150;9.79;600;6;0.75;21600;27.82710727
171;600;5.14;450;31.03;300;5.14;-0.75;12000;2492.8578
600;600;10.8;300;10.8;600;36.95;0.25;3600;7467.199098
667;1000;8.57;250;8.95;500;32.63;-0.75;20000;1278.80137
257;900;3;225;4.74;675;39.08;-0.25;36000;2308.927159
200;800;14.4;600;43.58;200;14.4;0.5;20800;3893.700541
200;500;2.4;500;10.53;375;9.28;0;10000;1229.723258
125;500;1.67;250;12.63;250;18.16;1;17000;131.4033452
257;900;6.11;450;26.05;900;65.37;1;32400;6175.945864
267;800;3.35;600;41.37;600;36.95;-0.5;8000;35024.82291
200;400;3.43;200;10.11;200;15.26;0;8000;228.9195275
200;800;6.86;200;14.53;800;31.58;-1;25600;4846.673
150;300;1.11;225;11.37;75;1.11;0.75;9000;90.47575333
600;150;2.51;450;32.68;150;9.79;0.25;7200;7183.618877
500;250;9;500;14.21;250;9.87;0.25;3000;16966.30537
1000;500;5.62;250;16.32;500;21.58;0.5;18000;442.0026655
900;300;36;225;36;225;36;-0.5;23400;1535.409196
1000;250;4.19;250;14.47;750;15.79;-0.25;14000;781.0135181
800;400;3.35;800;10.95;800;10.95;-0.25;17600;4897.870165
900;300;3.34;225;5.57;225;7.22;0.75;7200;156.6450959
500;500;3.4;125;7.7;250;3.4;0;18000;15.16769286
300;75;3.48;75;6;300;9.63;0.75;6600;50.61709181
75;300;1.69;225;13.86;150;2.05;-1;2400;399.0416186
200;400;1.67;400;20.21;400;17.26;-0.25;8800;2601.595949
533;800;2.97;600;48;600;19.26;0;19200;9371.386984
700;350;6;175;10.78;350;21.55;0.5;7000;453.6760206
600;150;2.23;450;9.47;150;2.23;0;14400;531.3987192
700;700;8.13;700;12.16;350;26.71;-1;19600;2359.609666
600;300;24;150;24;450;24;0.75;6000;1245.95338
300;100;12;75;12;75;12;1;4200;42.21177868
467;700;2.93;350;25.42;525;12.99;0.75;23800;501.1409375
320;800;32;200;32;800;55.16;-0.5;19200;13440.09884
175;700;3.36;525;16.86;700;7;0;28000;738.8574152
1000;1000;4.8;750;40.66;500;30.79;-1;36000;5497.048676
1000;1000;18;500;28.95;750;18.55;0;4000;73185.20424
500;200;20;375;20;500;20;-0.5;6000;7792.996332
700;350;2.6;525;5.25;525;28.46;0.75;5600;3486.539483
900;225;5.06;675;11.72;450;6.16;1;10800;2296.782588
320;800;6.86;200;6.86;800;10.95;0.25;30400;159.0015368
300;300;2.57;300;5.21;150;2.57;1;10800;60.89430775
600;240;6.97;150;8.13;450;29.37;0;21600;619.8883877
86;300;2.57;300;12.95;150;2.61;-0.5;1800;1709.254089
171;600;24;450;32.68;600;24;0.75;4800;13629.39461
500;125;2.81;125;6.78;500;28.95;-1;8000;1428.020468
600;171;3.38;450;22.74;600;43.58;0.75;13200;4122.466966
200;700;2.6;525;24.59;700;17.32;0.75;8400;5937.422884
167;500;2.4;500;30.79;375;17.57;-1;14000;3224.867713
200;800;2.67;600;48;800;55.16;0;25600;12949.27416
160;400;2.25;100;2.47;300;8.53;0;8000;49.07475685
143;500;1.86;500;28.95;500;25.26;0.5;10000;4393.806276
800;800;4.5;600;32.53;800;43.37;0.25;17600;9157.381554
400;800;14.4;400;14.4;800;16.84;-0.75;8000;6899.226374
700;700;6;175;12.71;350;17.68;-0.25;7000;632.0240376
800;200;2.67;400;26.11;400;15.79;0.5;17600;1128.127922
500;500;1.67;375;17.57;125;10;0.75;11000;840.260333
667;1000;18;250;18;500;18;-0.5;38000;463.3885588
267;800;2.67;600;12.63;400;9.89;-1;12800;1803.959685
300;600;2.51;150;5.92;300;4.11;0.75;1200;1176.62699
171;600;24;600;24;300;24;-1;10800;4130.372647
200;600;5.14;300;5.14;450;21.08;0.75;15600;354.179039
600;600;2;300;19.58;450;21.08;0.75;12000;771.296327
300;900;7.71;450;11.13;450;7.71;-0.75;27000;444.9934646
700;233;2.93;700;9.58;350;13.82;0;22400;1219.206166
500;333;1.67;500;6.84;125;6.32;-0.25;10000;900.0267636
240;600;3.38;300;16.26;300;20.68;0.5;20400;294.041809
300;150;3.48;150;3.71;300;10.74;-0.25;7800;103.1614422
120;300;1;75;3.24;225;8.88;1;4200;27.99638597
300;120;1.44;225;15.51;300;21.79;-0.5;10800;717.5379501
500;500;3.4;500;12.37;250;4.34;-0.25;11000;1872.267259
400;160;16;200;16;200;16;0;15200;234.5459352
1000;286;8.57;500;30.79;750;8.57;-0.75;36000;2266.55121
700;280;3.36;350;22.84;350;28;1;28000;410.9639127
75;300;1.69;75;2.96;75;1.69;0;4200;4.132895915
143;500;20;125;20;375;20;1;9000;452.6615654
900;900;3;675;41.57;675;34.11;0.5;10800;25928.25904
500;1000;5.62;500;32.63;500;8.68;1;8000;8423.2589
600;171;2.51;450;21.08;300;22.89;1;16800;808.4390141
100;300;1.69;225;16.34;225;6.39;1;3600;619.0749255
280;700;2.33;175;10.13;175;5.62;0.5;28000;17.25264146
600;200;6.97;150;7.03;450;6.97;-0.25;16800;60.37229045
267;800;32;800;52.21;600;32;-0.5;24000;17556.45598
200;400;1.33;100;7.63;200;14.53;-0.5;7200;122.5694978
600;200;3.38;150;6.47;300;10.74;0;3600;342.8173998
700;350;2.6;525;20.72;525;42;0;8400;11768.51301
350;700;8.13;350;24.13;175;8.13;1;21000;360.6480141
600;600;5.14;600;32.53;450;14.45;-0.5;10800;14796.58218
350;700;2.93;525;9.12;175;6.26;0.75;7000;2258.802323
1000;500;40;1000;65.26;750;40;-0.75;16000;95817.82688
450;900;36;450;36;900;36;-0.25;25200;7347.970719
333;1000;4.8;750;26.84;500;21.58;0.25;40000;1891.780442
333;1000;8.57;500;8.57;250;14.47;0.5;32000;206.0459859
700;700;12.6;700;12.6;175;12.6;-0.5;14000;1805.638698
286;1000;4.19;750;46.18;250;19.08;-0.75;24000;5904.002935
300;900;3;900;42.16;675;26.64;0.5;14400;21222.54192
200;300;1.11;300;9.63;150;7.58;-1;6600;202.0368516
200;500;9;250;10.79;375;24.47;-1;20000;782.8435523
700;467;8.13;350;9.95;525;20.72;-1;28000;693.5085047
700;280;12.6;525;22.66;175;12.6;0.75;19600;1081.083447
600;900;3.77;675;36.59;225;16.34;-0.75;9000;6174.942867
700;467;3.94;350;24.13;525;5.25;-0.25;26600;673.1085073
400;400;4.65;100;4.65;300;4.65;-0.75;10400;24.61684002
150;600;10.8;150;10.8;450;34.34;-0.75;24000;1670.511732
