hw1;hw2;tw;bf1;tf1;bf2;tf2;psi;L;y
400;267;2.72;200;16;400;30.53;-0.5;8000;1806.138877
100;400;1.33;300;12.95;200;10.84;-0.5;8800;473.372466
667;1000;4.8;1000;10;500;40;-0.25;16000;12511.90614
900;360;36;675;41.57;450;36;1;12600;11644.20498
250;1000;4.8;500;36.32;750;29.61;0.25;10000;11593.11171
900;300;3.77;900;22.26;225;14.68;0.75;23400;3236.469336
280;700;12.6;350;26.71;350;21.55;0.25;16800;1099.401831
280;700;2.93;525;20.72;175;10.13;-1;16800;555.1096844
280;700;3.94;350;6.08;350;16.39;-1;14000;587.9094777
175;700;12.6;175;12.6;350;25.42;-0.5;7000;1431.85695
400;800;2.97;800;58.11;200;15.26;1;6400;68450.11161
300;86;1.26;300;5.21;75;4.34;-0.75;11400;62.55374026
360;900;3.34;225;11.37;900;25.58;0;27000;1437.529803
171;600;2.88;600;43.58;450;36;0;18000;7344.369204
600;300;2;600;14.84;150;2;-0.25;14400;2426.976626
667;1000;3.33;1000;10;250;6.18;0.5;32000;1492.383794
800;400;14.4;200;14.4;400;14.4;0.5;27200;159.2186009
467;700;28;175;28;700;48.26;-0.5;9800;9637.511222
700;233;4.75;175;10.13;525;24.59;0.25;5600;1127.966149
200;400;1.33;100;6.89;300;19.58;-0.75;4800;547.4704861
114;400;16;300;16;100;16;-1;6400;554.4261716
400;114;1.33;200;10.11;200;4.21;0.5;14400;45.54764324
120;300;1.11;225;8.88;150;5.92;0;10800;78.52422634
700;350;3.36;350;22.84;525;30.39;-0.25;21000;1759.113945
86;300;1.26;225;13.86;225;3.08;-1;10200;163.9465604
700;467;28;175;28;525;28;0.25;12600;1673.20887
171;600;4.08;450;26.05;600;6;-0.5;24000;1456.773293
150;300;5.4;75;5.4;225;5.4;0.25;3000;37.89617707
400;100;1.67;100;1.74;100;4.32;-1;4800;16.20769057
900;900;36;450;36;225;36;-0.5;30600;3557.065957
300;100;1.26;75;1.26;225;10.54;-0.25;4800;50.38793512
700;175;28;700;28;700;53.42;-0.25;7000;61027.06401
1000;500;6.79;500;36.32;1000;39.47;0;20000;8438.91969
900;900;3;675;44.05;900;52.11;0.5;10800;32871.15468
320;800;6.86;400;11.37;600;30.32;-1;27200;2040.688547
400;400;1.67;400;32;200;12.32;-0.25;12800;3036.826242
500;500;20;125;20;250;20;0;1000;7632.814586
133;400;2.72;200;3.47;300;3;1;4800;62.28773007
500;500;9;375;9;250;14.47;-0.5;16000;568.7689534
1000;400;11.61;500;30.79;1000;72.63;-1;28000;21672.8242
400;160;2.25;200;12.32;100;3.95;-0.75;13600;102.5274466
300;100;3.48;150;7.03;300;21.79;0.5;4200;557.4030838
400;400;2.72;300;3;300;17.37;0;4000;918.6568224
400;800;32;200;32;800;32;-0.25;11200;5973.659845
400;800;6.86;800;16.84;400;11.37;-0.5;20800;3272.293038
800;320;4.5;400;11.37;800;46.32;0.25;19200;4369.142681
500;200;4.29;500;16.05;125;7.24;0;14000;1357.766842
700;175;3.36;175;3.36;350;16.39;-1;15400;171.8452484
800;800;14.4;200;14.4;800;43.37;0;27200;2987.986831
300;600;2.23;600;28.11;450;22.74;0.75;15600;3090.853091
167;500;5.81;375;5.81;375;28.62;0.5;11000;887.2638814
200;600;2;450;27.71;450;21.08;0.25;20400;1461.708986
700;175;12.6;175;12.6;350;12.6;-1;14000;341.3869575
175;700;12.6;525;34.26;350;18.97;0;23800;2281.616565
900;900;36;900;48.79;675;49.03;0;27000;22712.87471
320;800;4.5;400;27.58;200;15.26;-0.75;9600;2221.599611
700;700;2.93;175;3.04;175;13.36;0.25;7000;96.11069254
160;400;3.43;200;15.26;100;7.26;-0.5;4000;598.5150993
150;300;12;150;12;75;12;1;8400;59.7682457
700;200;3.94;525;24.59;175;5.62;0.5;8400;4837.077596
800;229;3.84;200;9.37;800;64;0.5;25600;6657.29268
1000;1000;18;250;18;750;32.37;-1;36000;1676.749405
700;233;2.33;700;32.79;350;25.42;0.5;8400;17537.16139
300;150;1.69;225;12.2;225;13.03;0.25;3600;869.4943272
267;400;1.33;300;6.32;100;6.16;0.25;5600;426.2767871
267;400;1.67;300;16.26;200;11.58;0;4800;2036.076569
700;700;28;525;28;700;28;-0.25;25200;4250.582823
300;600;2;300;17.37;450;19.42;-0.25;19200;668.7845646
800;400;4.5;400;30.53;400;4.5;-0.5;32000;1187.094446
800;200;6.86;200;6.86;200;13.05;0.5;9600;125.0598669
229;800;5.43;200;15.26;400;21.68;-0.75;11200;973.9899971
467;700;28;175;28;700;37.95;-1;11200;6590.016799
700;700;28;700;35.37;175;28;-1;2800;19100.48455
300;100;1.11;75;1.3;225;5.57;0.75;6600;7.37083316
500;143;3.4;500;30.79;375;14.8;0;5000;19857.49642
300;300;1.69;75;1.69;150;10.89;0;6000;26.53527457
400;600;3.38;300;14.05;150;8.13;0.25;7200;946.6832065
600;600;5.14;150;7.58;600;43.58;-1;19200;3240.196412
700;233;2.33;175;3.68;350;22.84;0.25;21000;198.4106835
171;600;2.51;450;19.42;600;23.68;-0.25;8400;5936.944785
600;200;5.14;150;9.79;300;5.21;1;2400;417.2767623
133;400;7.2;200;7.89;200;9.37;1;10400;56.47043943
900;900;5.06;900;32.21;675;26.64;-0.75;34200;10000.09777
400;600;24;600;24;300;24;-0.5;9600;10271.0325
700;280;12.6;700;30.21;700;40.53;0.75;16800;7141.663479
267;400;7.2;200;7.2;100;7.2;1;16000;24.30387676
400;160;1.48;400;29.05;100;3.58;0.5;5600;4316.379712
800;800;14.4;400;14.4;800;16.84;-0.5;25600;1194.314612
600;400;5.14;600;19.26;450;11.13;-0.25;22800;2127.943512
250;1000;4.8;250;5.26;750;18.55;-0.75;38000;715.2010649
233;700;8.13;175;8.2;350;8.13;0;7000;202.4397465
100;300;1.26;225;5.57;150;3.71;-0.75;7800;65.13393479
280;700;3.36;175;6.91;350;17.68;0;18200;181.5635437
600;600;6.97;150;9.24;150;7.03;0.25;3600;408.6200163
600;150;4.08;300;17.37;150;9.79;1;9600;399.3149301
600;400;2.51;450;11.13;450;27.71;-1;19200;1903.823463
143;500;5.81;375;18.95;125;5.81;-0.75;14000;450.5476052
120;300;1.26;150;7.03;75;4.34;1;7800;19.28704118
143;500;3.4;500;30.79;500;30.79;0.25;17000;3172.986182
250;1000;4.19;750;37.89;500;5;1;30000;2824.009173
500;200;3.4;375;24.47;250;16.32;-0.75;15000;1724.288591
114;400;1.92;300;16.26;100;6.89;-0.25;4000;1427.726908
500;500;3.4;125;9.08;500;36.32;0.5;9000;1539.182328
900;225;7.71;900;45.47;450;19.42;-0.25;32400;13712.94098
120;300;1.44;225;16.34;300;7.42;-1;7800;613.7724709
700;350;2.6;175;14;175;10.78;-0.5;12600;198.6682893
1000;500;3.33;500;16.05;250;6.18;0.75;18000;930.4771008
171;600;10.8;300;12.95;300;22.89;0.25;10800;689.8149727
900;600;5.06;225;5.06;675;41.57;-0.25;5400;4540.217983
600;240;4.08;300;4.11;150;10.34;1;3600;588.7326618
900;600;36;900;65.37;225;36;-1;1800;120118.8017
600;900;3;675;34.11;225;15.51;0;21600;6028.936789
400;114;7.2;100;7.2;100;8;1;4000;35.79989561
280;700;2.93;350;15.11;175;6.26;0.25;15400;382.675834
200;400;2.72;200;10.11;200;6.42;0.25;11200;78.87705374
200;400;1.48;100;6.89;100;7.26;-1;8000;28.25166842
133;400;1.67;200;13.05;200;2;-1;11200;101.3924931
250;500;2.09;375;18.95;500;34.47;-0.75;11000;4945.992636
143;500;2.4;125;5.86;250;12.63;0.25;12000;66.56471796
250;500;4.29;250;10.79;125;6.78;0;8000;298.4546443
900;257;7.71;450;9.47;225;7.71;0.25;21600;347.6886487
800;229;9.29;600;9.29;600;41.37;0;32000;2253.030272
1000;1000;5.62;250;16.32;250;5.62;1;8000;684.04536
240;600;6.97;450;36;600;25.89;0;18000;3769.293262
700;280;2.6;700;35.37;175;5.62;0.75;19600;3934.075903
300;200;1.26;300;17.37;75;5.72;-1;4800;434.6658372
600;150;2.23;300;11.84;300;18.47;0.75;8400;561.3700928
400;267;2.25;300;20.68;400;14.32;0;12000;880.0158987
600;300;24;150;24;150;24;0;3600;1839.241348
900;360;36;450;36;900;36;0.5;25200;4740.415
300;200;5.4;75;5.4;300;11.84;0.75;4200;91.42913168
320;800;5.43;600;45.79;800;64;0.75;32000;7651.126272
160;400;1.92;300;6.32;300;20.68;0.25;15200;277.7032964
1000;1000;40;500;40;500;40;0;2000;354023.0316
400;600;2;600;21.47;150;10.89;1;20400;1130.82363
125;500;1.86;250;18.16;375;23.09;-1;15000;1197.385733
333;500;1.67;125;4.01;500;25.26;0.5;16000;559.2414521
800;229;2.97;600;39.16;200;2.97;0;25600;4075.192071
1000;667;11.61;750;18.55;750;26.84;1;16000;5232.235279
400;100;4.65;300;14.05;200;4.65;1;9600;224.4107876
700;700;2.33;700;30.21;700;27.63;-0.75;18200;14121.10271
900;360;5.06;450;5.06;900;55.42;-0.5;18000;9183.009913
900;225;3.77;225;17.17;675;49.03;0.25;34200;2322.360454
900;900;3;450;34.34;225;3.91;-0.25;32400;1616.788709
533;800;3.84;800;61.05;600;28.11;0.5;19200;19658.54842
350;700;28;525;28;525;28.46;-0.25;8400;13925.05461
167;500;5.81;125;7.24;125;5.81;0.25;12000;18.17888419
500;500;1.86;250;15.39;250;4.34;-1;13000;263.5605208
300;120;12;150;12;150;12;0.5;12000;67.37044552
700;175;2.6;175;9.49;350;7.37;-0.75;25200;58.13078908
286;1000;4.8;500;27.11;500;32.63;-0.5;24000;3291.063412
1000;333;5.62;500;5.62;250;7.11;-0.5;4000;7179.596387
800;229;3.35;400;4;400;26.11;-0.25;32000;400.5925621
700;350;4.75;175;8.2;350;4.75;0;19600;42.07388824
600;400;6.97;150;8.13;450;26.05;1;16800;354.4709189
143;500;9;500;19.74;125;9;-0.5;19000;870.5578582
150;300;12;300;12;150;12;0.5;4200;948.9961266
900;450;10.45;675;14.21;450;16.11;0.25;16200;3412.394223
229;800;3.35;400;6.95;400;14.32;0;19200;300.5360405
400;100;2.25;200;2.25;400;14.32;-0.75;12000;203.88147
1000;1000;3.33;750;48.95;500;38.16;0.25;20000;17882.2028
1000;1000;4.8;750;48.95;500;38.16;1;40000;4144.366056
400;600;3.38;300;22.89;300;7.42;0.25;20400;376.6988348
360;900;4.32;225;8.05;900;38.84;-0.25;10800;7278.209262
900;360;7.71;450;17.76;675;49.03;-0.5;21600;5782.813159
450;900;3.77;450;36;675;54;-0.75;12600;18456.29825
400;200;16;400;20.21;300;16;0.25;7200;2739.63099
700;200;2.6;175;5.62;525;20.72;1;26600;199.8469809
500;500;3.4;125;3.4;375;30;1;15000;380.4994202
900;360;7.71;900;28.89;225;12.2;-1;12600;5241.649245
800;400;5.43;200;13.79;600;8.21;-1;19200;254.5501038
400;400;7.2;200;14.53;100;7.2;1;11200;97.86687821
500;143;1.86;250;20;500;34.47;0.75;20000;1012.732977
600;240;6.97;600;43.58;150;7.58;1;22800;2599.338848
86;300;2.04;225;16.34;225;8.88;-0.75;7200;534.3316293
533;800;5.43;600;14.84;200;10.84;0;24000;1123.216934
350;700;28;700;28;525;28;0.25;14000;8579.754797
900;360;10.45;450;36;675;51.51;-0.75;30600;6869.273067
1000;500;8.57;500;14.21;250;19.08;-0.25;20000;1695.047946
333;1000;11.61;500;34.47;250;11.61;-0.75;16000;2753.896383
467;700;3.36;350;16.39;350;22.84;-0.25;21000;729.7398694
286;1000;11.61;750;60;750;43.42;-0.5;10000;76950.70039
143;500;9;500;12.37;500;9;0;16000;735.7555583
267;800;2.67;400;21.68;400;32;-0.25;28800;1183.553304
267;400;4.65;400;27.58;100;7.63;-1;13600;880.0581368
700;467;3.94;175;3.94;175;6.91;0.25;26600;11.48401053
240;600;6.97;600;36.95;600;6.97;-0.75;12000;9755.511267
1000;400;40;250;40;750;40;0;36000;3410.000285
800;229;3.35;400;15.79;200;12.32;-1;24000;346.196511
400;100;7.2;300;15.16;300;20.68;-0.75;10400;1303.530929
400;600;2.23;450;32.68;150;2.61;0.5;24000;1083.208988
700;700;6;175;6;350;11.24;0.75;28000;34.82926356
500;1000;6.79;250;14.47;1000;17.37;-0.25;14000;1276.001874
133;400;1.48;100;2.84;300;9.63;1;13600;25.59890021
1000;333;3.33;250;17.24;250;5.26;-0.5;14000;587.6429418
400;600;2.88;150;6.47;450;26.05;-0.5;20400;627.6840818
100;300;1.44;225;18;300;21.79;-1;7200;1587.040389
200;400;3.43;100;7.26;100;5.05;0.5;1600;186.8634413
800;800;3.35;800;16.84;400;8.42;-0.75;24000;1733.181244
800;800;2.67;200;3.47;600;45.79;0;25600;2094.29735
900;600;4.32;900;15.63;675;31.62;1;14400;7791.232134
225;900;3;675;21.67;900;72;0.75;19800;14545.46282
171;600;4.08;150;12;600;28.11;-1;15600;3107.073568
700;700;28;525;34.26;525;28;0.25;9800;12462.56461
400;400;2.72;300;12.95;400;20.21;-0.75;7200;2277.403357
200;600;2.51;300;15.16;450;24.39;-0.75;24000;933.2931486
500;125;5.81;500;21.58;250;15.39;-0.5;9000;6947.115415
1000;1000;5.62;1000;28.42;1000;65.26;0.75;8000;99272.16316
600;171;6.97;450;27.71;450;19.42;0.75;3600;15564.63904
86;300;1;150;5.92;75;3.79;-0.75;5400;27.92033328
200;700;2.93;175;11.42;700;22.47;-0.75;19600;1820.445868
300;300;3.48;225;12.2;225;12.2;-0.25;8400;358.7047107
300;300;1.69;300;10.74;150;1.69;0.75;7800;282.2622095
171;600;6.97;300;15.16;300;17.37;0.75;14400;312.3890331
75;300;1.26;300;20.68;75;4.34;0.75;7200;562.382439
800;800;32;400;32;200;32;-0.5;27200;2498.241104
1000;1000;5.62;500;23.42;750;26.84;-0.75;40000;2215.1855
229;800;6.86;400;21.68;800;61.05;0.25;14400;13732.88306
800;800;4.5;600;21.47;600;23.68;0.25;22400;2684.800181
667;1000;18;750;29.61;500;32.63;0.5;32000;3576.473381
900;900;7.71;900;35.53;900;15.63;0.75;25200;8606.400045
300;86;1.69;150;10.34;225;16.34;-0.75;4200;563.9639072
267;400;7.2;100;7.63;400;27.58;1;12800;463.6933022
900;900;3;900;32.21;675;36.59;-1;27000;13026.22781
400;1000;3.71;750;40.66;1000;46.84;0;36000;10148.60555
320;800;4.5;200;4.95;400;17.26;0.25;14400;204.9502621
600;150;2.88;300;15.16;300;10.74;1;2400;4174.243588
400;267;2.72;100;7.63;300;17.37;-0.75;16000;157.1009866
450;900;5.06;225;6.39;675;9.24;-0.5;7200;631.5436957
467;700;28;700;53.42;700;43.11;1;18200;11302.81482
500;143;1.67;125;3.09;500;14.21;-0.25;3000;441.351513
500;1000;5.62;500;10.53;250;19.08;-0.75;18000;1007.425003
700;280;4.75;700;12.16;700;30.21;0.25;14000;4884.723767
533;800;5.43;400;29.05;200;9.37;-0.5;17600;1782.137403
150;300;12;150;12;300;12;0.5;12000;129.2591883
167;500;5.81;250;19.08;250;8.95;1;6000;607.7352809
400;1000;11.61;250;17.24;1000;72.63;0.75;22000;12948.89368
300;86;1.26;300;7.42;225;10.54;0.75;8400;153.710251
1000;667;6.79;500;23.42;500;14.21;-0.75;14000;6364.231158
400;1000;40;1000;40;1000;68.95;-0.25;30000;32912.69986
400;1000;11.61;750;46.18;1000;32.11;0;10000;52638.75376
533;800;32;800;37.47;400;32;-1;28800;6583.305106
150;600;2.23;150;3.16;300;22.89;0;14400;313.3080202
600;150;6.97;600;43.58;450;19.42;0.75;21600;3525.343031
143;500;9;250;14.47;250;19.08;0.75;16000;195.8749857
300;300;2.04;300;12.95;300;16.26;-0.75;7800;1312.985714
900;360;6.11;450;9.47;225;6.39;-0.5;14400;760.9041292
700;700;3.36;700;25.05;350;21.55;-0.5;15400;8321.649732
1000;333;8.57;250;8.57;250;16.32;0.75;2000;4250.830575
1000;333;5.62;250;5.62;1000;13.68;0;20000;314.6852533
250;1000;3.33;750;26.84;1000;50.53;1;16000;12418.47193
280;700;2.6;350;7.37;525;22.66;0.25;19600;590.5262921
800;229;4.5;600;21.47;200;15.26;0.5;12800;3425.343725
286;1000;4.8;750;24.08;250;5.26;0.5;38000;1168.876343
267;400;16;400;26.11;100;16;-0.5;16000;1574.383468
700;280;2.6;350;16.39;175;4.33;-0.75;18200;376.7647892
900;900;3;900;52.11;675;9.24;0.25;16200;38527.19483
800;800;3.35;600;39.16;400;4;0.75;32000;2084.704271
300;86;1.26;150;3.71;225;10.54;1;7800;40.43311296
267;400;16;100;16;100;16;0.75;2400;335.7718794
143;500;20;250;20;125;20;1;8000;509.1784318
300;300;1.11;225;3.91;150;4.82;-1;4800;149.4629804
400;133;16;200;16;100;16;-0.5;7200;672.4381409
300;300;2.57;75;4.89;300;4.11;0.75;4200;13.10966144
700;700;3.94;525;24.59;525;36.2;0.75;7000;11768.93903
1000;500;40;1000;40;750;40;-0.25;6000;330308.7882
300;86;3.48;300;24;225;5.57;0.75;7800;759.9821255
500;200;2.81;375;6.51;500;19.74;0.75;5000;1584.618355
150;300;1.11;75;3.24;75;1.86;-0.5;7800;2.790880109
300;120;1.44;225;14.68;225;4.74;-0.5;6000;698.0515104
300;200;1.26;225;16.34;300;5.21;1;8400;201.7205735
700;700;2.33;700;48.26;350;25.42;0.5;7000;55510.86582
400;200;3.43;100;7.63;400;18.74;1;9600;222.9666514
500;250;20;125;20;500;20;0;7000;1040.378033
86;300;2.04;225;4.74;150;12;0.25;6000;112.4644942
400;114;3.43;100;5.05;100;4.68;-0.75;11200;13.06566692
700;350;28;700;35.37;525;28;-0.5;26600;8794.319188
900;360;5.06;225;13.03;900;22.26;-0.5;19800;954.6323684
300;900;6.11;675;16.7;900;15.63;0;16200;4663.088484
900;360;36;450;36;225;36;0.75;36000;1193.950718
500;500;2.81;125;6.32;125;3.09;-0.25;13000;18.67634192
800;533;2.67;800;25.68;600;12.63;-0.75;28800;4212.1088
500;500;1.86;250;12.63;250;3.42;0.25;19000;105.5844829
400;133;1.33;400;17.26;400;23.16;0;8000;2831.103957
200;800;2.67;600;17.05;800;16.84;0.25;30400;1194.443779
280;700;12.6;700;12.6;700;48.26;0.75;16800;5389.24344
700;200;2.6;175;4.33;350;25.42;0.75;19600;221.7507272
800;800;2.97;600;30.32;800;55.16;0.25;11200;19460.89154
900;600;6.11;225;18;675;19.18;1;36000;223.0630971
400;600;3.38;450;26.05;150;3.38;-0.25;14400;2265.671105
200;500;1.86;500;38.16;125;8.16;0.25;9000;6422.98472
200;800;6.86;400;24.63;400;32;-0.75;22400;2179.350693
900;600;3.77;225;8.88;225;16.34;-1;30600;122.5233524
600;240;10.8;300;19.58;150;10.8;-1;20400;327.3361371
400;800;6.86;400;23.16;800;22.74;0.5;24000;1280.156448
900;360;7.71;225;7.71;900;32.21;-0.5;23400;1916.581592
600;400;4.08;300;17.37;600;41.37;0;4800;8552.026224
700;175;3.94;525;32.33;350;15.11;-1;9800;5711.907943
300;86;12;75;12;75;12;-1;8400;51.56036344
600;600;2.51;300;20.68;300;3;0;21600;363.6012011
333;1000;6.79;750;40.66;1000;21.05;0;38000;5748.883935
600;171;10.8;300;18.47;450;16.11;0;8400;1652.352689
800;533;9.29;800;37.47;600;12.63;-0.75;17600;12911.49924
600;200;2;150;2;300;15.16;1;21600;46.03010588
500;500;2.81;250;20;375;21.71;1;2000;7354.535576
400;600;2.88;450;12.79;150;2.88;-0.25;20400;473.6400077
86;300;1.44;150;4.82;150;9.79;1;2400;120.0511148
360;900;36;900;36;225;36;-0.5;28800;9638.126337
900;360;5.06;675;39.08;675;44.05;-1;7200;77344.61826
400;600;2;600;6;150;7.58;-0.75;7200;407.8430611
160;400;2.72;100;2.72;100;6.53;-1;3200;48.84494365
400;100;2.25;100;7.63;300;19.58;0.75;3200;356.9276111
1000;250;4.8;500;10.53;750;13.03;-0.25;40000;479.1581273
300;150;2.57;150;3.16;150;2.57;0;2400;143.0507281
500;125;2.81;375;5.13;375;7.89;0;15000;186.6956715
700;700;2.93;525;22.66;525;32.33;-0.25;28000;2464.954498
900;600;5.06;225;12.2;900;58.74;0.75;14400;7015.495313
500;200;5.81;250;5.81;375;13.42;-0.5;8000;505.6707752
150;600;24;150;24;150;24;-0.25;7200;722.1632307
200;800;9.29;600;43.58;800;31.58;0.75;17600;7232.618123
300;300;2.04;150;12;225;13.86;-0.25;4200;435.0989579
450;900;3;225;3.91;900;18.95;1;34200;278.226876
1000;1000;8.57;750;13.03;750;57.24;0;32000;6378.111053
114;400;1.92;200;7.16;200;2;0.25;9600;46.26498173
500;200;4.29;250;4.29;250;6.18;-0.5;10000;156.4824658
267;800;3.35;800;37.47;400;32;0.75;27200;4346.123146
300;120;1.11;75;3.24;225;3.08;0.5;1800;27.03041795
800;533;3.35;200;10.11;200;3.47;0.5;3200;1139.901495
300;86;2.57;300;22.89;225;13.03;-0.25;7800;1661.250616
800;200;5.43;600;6;400;20.21;0.75;19200;532.9794821
450;900;7.71;675;49.03;900;72;0.75;23400;15749.39696
800;800;3.84;200;7.89;200;12.32;0.75;22400;38.50917438
900;900;36;675;46.54;450;36;0.5;18000;12913.73577
200;800;5.43;600;34.74;400;17.26;0.5;20800;2963.205491
700;200;3.94;350;6.08;350;13.82;-0.5;8400;1166.778897
300;300;2.57;75;3.51;300;15.16;-0.75;4800;211.544469
900;600;6.11;675;29.13;900;22.26;1;9000;16307.14875
250;1000;8.57;750;32.37;500;36.32;-0.5;20000;9810.673479
300;75;1.69;300;6.32;225;3.91;-0.5;12000;164.340729
700;280;8.13;700;32.79;350;8.66;-0.75;18200;7051.64125
300;600;2.23;300;10.74;600;10.42;0.5;16800;228.7911206
333;500;1.86;125;6.32;500;17.89;0.25;9000;353.2570789
450;900;4.32;225;8.88;675;46.54;-0.75;27000;4292.08293
350;700;12.6;350;28;525;24.59;1;11200;1754.750534
400;114;2.72;200;13.79;200;13.05;-0.5;2400;2929.253214
75;300;2.57;150;6.47;225;3.08;1;6600;25.48808299
800;533;5.43;600;45.79;200;13.05;0.25;22400;5680.647383
700;175;2.33;175;12.07;525;32.33;-0.75;5600;2633.955617
500;143;1.67;250;9.87;500;14.21;-0.75;18000;342.3419695
800;267;2.97;200;7.89;600;25.89;0.25;9600;902.5705255
800;800;5.43;800;61.05;400;21.68;-0.75;25600;16226.66981
320;800;5.43;200;7.16;600;28.11;0.75;8000;1097.53502
200;300;2.04;300;17.37;300;9.63;-0.5;5400;2058.02209
300;120;3.48;150;8.13;150;5.92;-1;6600;81.54906866
200;400;4.65;400;6.95;300;5.21;-0.25;6400;944.8616733
171;600;2.51;600;39.16;150;4.82;0.25;15600;4631.943757
800;533;3.84;200;12.32;600;39.16;-0.5;22400;1818.193558
800;400;3.35;200;3.47;400;29.05;-1;3200;2681.71596
400;600;4.08;300;18.47;300;24;0.25;18000;518.445573
150;300;1.11;225;7.22;150;2.05;1;8400;51.05055106
300;900;4.32;450;16.11;225;13.03;-0.75;7200;2617.457118
200;500;9;250;18.16;375;17.57;-1;12000;1060.976612
500;250;2.4;500;21.58;125;9.08;-0.5;7000;3337.389773
900;300;4.32;900;25.58;900;55.42;0;32400;11848.98694
133;400;4.65;100;4.65;400;4.65;0.25;8800;31.92449146
800;320;3.84;200;14.53;600;23.68;-0.75;9600;1386.363684
700;233;3.36;175;3.36;175;10.78;1;4200;102.386192
280;700;28;525;30.39;525;28;1;18200;2490.769958
700;280;3.36;175;9.49;525;5.25;0.5;19600;41.9064087
333;500;4.29;250;19.08;125;10;-1;1000;6061.00453
333;1000;8.57;500;28.95;1000;43.16;0.5;38000;4055.353969
86;300;2.04;75;3.51;225;15.51;1;9000;68.07114102
900;360;16.2;225;17.17;225;16.2;0.25;10800;546.3793594
257;900;10.45;450;24.39;675;10.45;0.25;34200;713.6001423
900;360;4.32;675;41.57;450;26.05;-1;19800;7706.97223
333;1000;3.71;750;10.26;500;34.47;0.75;30000;1288.551233
900;600;4.32;900;55.42;900;35.53;-0.5;36000;22219.6973
700;233;2.6;175;6.26;175;12.71;0.75;26600;19.28046785
86;300;2.57;300;18.47;75;3.51;0.75;4800;789.0316287
200;700;6;700;19.89;175;6;-0.25;14000;2493.88023
1000;667;4.19;1000;61.58;500;5;0.25;38000;15943.85169
800;200;14.4;400;14.4;200;14.4;0;19200;691.9604387
500;1000;11.61;250;11.61;250;11.61;0.75;20000;126.0350598
300;600;6.97;300;12.95;450;29.37;-0.25;21600;1009.149558
75;300;1.44;225;5.57;300;14.05;-0.25;12000;215.5148418
171;600;4.08;600;23.68;450;26.05;1;18000;1771.448999
900;900;7.71;450;31.03;225;7.71;0.75;18000;1814.32825
500;143;9;250;9;125;9;-0.25;20000;102.1496155
1000;667;18;250;18;1000;46.84;-1;12000;9748.360891
800;200;3.84;400;32;800;28.63;0;6400;14963.28093
600;150;2.88;450;16.11;150;7.03;0;15600;988.9579284
300;600;10.8;600;17.05;450;16.11;0;19200;1692.177822
350;700;4.75;350;18.97;525;9.12;0.5;9800;1229.636823
600;900;3.34;225;13.86;225;15.51;0.75;5400;860.1846715
400;400;1.33;100;7.26;300;14.05;-0.25;1600;662.3203118
600;171;6.97;450;24.39;150;6.97;-0.25;4800;15025.15421
300;900;6.11;900;48.79;675;46.54;0.25;27000;13991.13272
240;600;6.97;450;24.39;450;27.71;0;13200;3021.05375
1000;500;40;1000;40;250;40;0;16000;43417.89357
200;600;2.88;150;7.58;450;14.45;0;15600;212.6109709
300;900;3.34;675;51.51;225;10.54;0.75;19800;7044.768351
